Inspect equipment to ensure safety or proper functioning.,"Inspecting Equipment, Structures, or Material Inspect commercial, industrial, or production systems or equipment. Inspect equipment to ensure safety or proper functioning.",DWA from ONET,4.A.1.b.2.I07.D14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2041242,0.0990148,0,0,0,0,0,0,0,0,0
Inspect production equipment.,"Inspecting Equipment, Structures, or Material Inspect commercial, industrial, or production systems or equipment. Inspect production equipment.",DWA from ONET,4.A.1.b.2.I07.D15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2886751,0.140028,0,0,0,0,0,0,0,0,0
Inspect industrial or commercial equipment to ensure proper operation.,"Inspecting Equipment, Structures, or Material Inspect commercial, industrial, or production systems or equipment. Inspect industrial or commercial equipment to ensure proper operation.",DWA from ONET,4.A.1.b.2.I07.D16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1889822,0,0,0,0.1889822,0.2750095,0,0,0,0,0,0,0,0,0
Inspect sustainable energy production facilities or equipment.,"Inspecting Equipment, Structures, or Material Inspect commercial, industrial, or production systems or equipment. Inspect sustainable energy production facilities or equipment.",DWA from ONET,4.A.1.b.2.I07.D17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2041242,0.0990148,0,0,0,0,0,0,0,0,0
Inspect equipment to ensure proper functioning.,"Inspecting Equipment, Structures, or Material Inspect commercial, industrial, or production systems or equipment. Inspect equipment to ensure proper functioning.",DWA from ONET,4.A.1.b.2.I07.D18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2236068,0.1084652,0,0,0,0,0,0,0,0,0
Inspect communications or broadcasting equipment.,"Inspecting Equipment, Structures, or Material Inspect commercial, industrial, or production systems or equipment. Inspect communications or broadcasting equipment.",DWA from ONET,4.A.1.b.2.I07.D19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.1212678,0,0,0,0,0,0,0.1889822,0,0
"Inspect mechanical equipment to locate damage, defects, or wear.","Inspecting Equipment, Structures, or Material Inspect commercial, industrial, or production systems or equipment. Inspect mechanical equipment to locate damage, defects, or wear.",DWA from ONET,4.A.1.b.2.I07.D20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1889822,0.0916699,0,0,0,0,0,0,0,0,0
Examine medical instruments or equipment to ensure proper operation.,"Inspecting Equipment, Structures, or Material Inspect commercial, industrial, or production systems or equipment. Examine medical instruments or equipment to ensure proper operation.",DWA from ONET,4.A.1.b.2.I07.D21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1889822,0,0,0,0.1889822,0.1833397,0,0,0,0,0,0,0,0,0
Test computer hardware performance.,"Inspecting Equipment, Structures, or Material Test performance of computer or information systems. Test computer hardware performance.",DWA from ONET,4.A.1.b.2.I08.D01,0,0,0,0,0,0,0,0,0,0,0,0,0.2886751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3535534,0.25
Test computer system operations to ensure proper functioning.,"Inspecting Equipment, Structures, or Material Test performance of computer or information systems. Test computer system operations to ensure proper functioning.",DWA from ONET,4.A.1.b.2.I08.D02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1889822,0,0,0,0,0.0916699,0,0,0,0,0,0,0,0.2672612,0.1889822
Test software performance.,"Inspecting Equipment, Structures, or Material Test performance of computer or information systems. Test software performance.",DWA from ONET,4.A.1.b.2.I08.D03,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Check physical condition of people or animals.,"Inspecting Equipment, Structures, or Material Examine people or animals to assess health conditions or physical characteristics. Check physical condition of people or animals.",DWA from ONET,4.A.1.b.2.I09.D01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3162278,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0
"Examine animals to detect illness, injury or other problems.","Inspecting Equipment, Structures, or Material Examine people or animals to assess health conditions or physical characteristics. Examine animals to detect illness, injury or other problems.",DWA from ONET,4.A.1.b.2.I09.D02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1020621,0,0,0,0,0,0,0,0
Examine patients to assess general physical condition.,"Inspecting Equipment, Structures, or Material Examine people or animals to assess health conditions or physical characteristics. Examine patients to assess general physical condition.",DWA from ONET,4.A.1.b.2.I09.D03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2886751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Examine mouth, teeth, gums, or related facial structures.","Inspecting Equipment, Structures, or Material Examine people or animals to assess health conditions or physical characteristics. Examine mouth, teeth, gums, or related facial structures.",DWA from ONET,4.A.1.b.2.I09.D04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Measure the physical or physiological attributes of patients.,"Inspecting Equipment, Structures, or Material Examine people or animals to assess health conditions or physical characteristics. Measure the physical or physiological attributes of patients.",DWA from ONET,4.A.1.b.2.I09.D05,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0.3162278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Compare physical characteristics of materials or products to specifications or standards.,"Inspecting Equipment, Structures, or Material Inspect characteristics or conditions of materials or products. Compare physical characteristics of materials or products to specifications or standards.",DWA from ONET,4.A.1.b.2.I10.D01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2672612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Inspect lumber or raw woodstock.,"Inspecting Equipment, Structures, or Material Inspect characteristics or conditions of materials or products. Inspect lumber or raw woodstock.",DWA from ONET,4.A.1.b.2.I10.D02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Inspect shipments to ensure correct order fulfillment.,"Inspecting Equipment, Structures, or Material Inspect characteristics or conditions of materials or products. Inspect shipments to ensure correct order fulfillment.",DWA from ONET,4.A.1.b.2.I10.D03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Inspect garments for defects, damage, or stains.","Inspecting Equipment, Structures, or Material Inspect characteristics or conditions of materials or products. Inspect garments for defects, damage, or stains.",DWA from ONET,4.A.1.b.2.I10.D04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Inspect cargo to identify potential hazards.,"Inspecting Equipment, Structures, or Material Inspect characteristics or conditions of materials or products. Inspect cargo to identify potential hazards.",DWA from ONET,4.A.1.b.2.I10.D05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Evaluate characteristics of archival or historical objects.,"Inspecting Equipment, Structures, or Material Inspect characteristics or conditions of materials or products. Evaluate characteristics of archival or historical objects.",DWA from ONET,4.A.1.b.2.I10.D06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Examine condition of property or products.,"Inspecting Equipment, Structures, or Material Inspect characteristics or conditions of materials or products. Examine condition of property or products.",DWA from ONET,4.A.1.b.2.I10.D07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Inspect materials or equipment to determine need for repair or replacement.,"Inspecting Equipment, Structures, or Material Inspect characteristics or conditions of materials or products. Inspect materials or equipment to determine need for repair or replacement.",DWA from ONET,4.A.1.b.2.I10.D08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3779645,0.1833397,0,0,0,0,0,0,0,0,0
Examine physical characteristics of gemstones or precious metals.,"Inspecting Equipment, Structures, or Material Inspect characteristics or conditions of materials or products. Examine physical characteristics of gemstones or precious metals.",DWA from ONET,4.A.1.b.2.I10.D09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2886751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Test air quality at work sites.,"Inspecting Equipment, Structures, or Material Test sites or materials for environmental hazards. Test air quality at work sites.",DWA from ONET,4.A.1.b.2.I11.D01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2169305,0,0,0.2,0.1414214,0,0,0,0,0.2236068
Test facilities for environmental hazards.,"Inspecting Equipment, Structures, or Material Test sites or materials for environmental hazards. Test facilities for environmental hazards.",DWA from ONET,4.A.1.b.2.I11.D02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Test communications equipment to ensure proper functioning.,"Inspecting Equipment, Structures, or Material Test performance of equipment or systems. Test communications equipment to ensure proper functioning.",DWA from ONET,4.A.1.b.2.I12.D01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2041242,0.0990148,0,0,0,0,0,0,0.1543034,0,0
"Test performance of electrical, electronic, mechanical, or integrated systems or equipment.","Inspecting Equipment, Structures, or Material Test performance of equipment or systems. Test performance of electrical, electronic, mechanical, or integrated systems or equipment.",DWA from ONET,4.A.1.b.2.I12.D02,0,0,0,0,0,0,0,0,0,0,0,0,0.2041242,0,0,0,0,0,0,0,0,0.3535534,0.0857493,0,0,0,0,0,0,0,0,0
Test electrical equipment or systems to ensure proper functioning.,"Inspecting Equipment, Structures, or Material Test performance of equipment or systems. Test electrical equipment or systems to ensure proper functioning.",DWA from ONET,4.A.1.b.2.I12.D03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1889822,0.0916699,0,0,0,0,0,0,0,0,0
Test performance of aircraft equipment.,"Inspecting Equipment, Structures, or Material Test performance of equipment or systems. Test performance of aircraft equipment.",DWA from ONET,4.A.1.b.2.I12.D04,0,0,0,0,0,0,0,0,0,0,0,0,0.2886751,0,0,0,0,0,0,0,0,0.25,0.1212678,0,0,0,0,0,0,0,0,0
Test mechanical equipment to ensure proper functioning.,"Inspecting Equipment, Structures, or Material Test performance of equipment or systems. Test mechanical equipment to ensure proper functioning.",DWA from ONET,4.A.1.b.2.I12.D05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2041242,0.0990148,0,0,0,0,0,0,0,0,0
Measure equipment outputs.,"Inspecting Equipment, Structures, or Material Test performance of equipment or systems. Measure equipment outputs.",DWA from ONET,4.A.1.b.2.I12.D06,0,0,0,0,0,0,0,0,0,0,0.2581989,0,0,0,0,0,0,0,0,0,0,0.2886751,0.140028,0,0,0,0,0,0,0,0,0
Test mechanical systems to ensure proper functioning.,"Inspecting Equipment, Structures, or Material Test performance of equipment or systems. Test mechanical systems to ensure proper functioning.",DWA from ONET,4.A.1.b.2.I12.D07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conduct test runs of production equipment.,"Inspecting Equipment, Structures, or Material Test performance of equipment or systems. Conduct test runs of production equipment.",DWA from ONET,4.A.1.b.2.I12.D08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2236068,0.1084652,0,0,0,0,0,0,0,0,0
Test electrical circuits or components for proper functioning.,"Inspecting Equipment, Structures, or Material Test performance of equipment or systems. Test electrical circuits or components for proper functioning.",DWA from ONET,4.A.1.b.2.I12.D09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Measure materials to mark reference points, cutting lines, or other indicators.","Estimating the Quantifiable Characteristics of Products, Events, or Information Measure physical characteristics of materials, products, or equipment. Measure materials to mark reference points, cutting lines, or other indicators.",DWA from ONET,4.A.1.b.3.I01.D01,0,0,0,0,0,0,0,0,0,0,0.1581139,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1118034,0,0,0,0,0,0,0
"Calculate dimensions of workpieces, products, or equipment.","Estimating the Quantifiable Characteristics of Products, Events, or Information Measure physical characteristics of materials, products, or equipment. Calculate dimensions of workpieces, products, or equipment.",DWA from ONET,4.A.1.b.3.I01.D02,0,0,0,0,0,0,0,0,0,0,0,0.2581989,0,0.2,0,0,0,0,0,0,0,0.2236068,0.1084652,0,0,0,0,0,0,0,0,0
Measure physical or chemical properties of materials or objects.,"Estimating the Quantifiable Characteristics of Products, Events, or Information Measure physical characteristics of materials, products, or equipment. Measure physical or chemical properties of materials or objects.",DWA from ONET,4.A.1.b.3.I01.D03,0,0,0,0,0,0,0,0,0,0,0.1825742,0,0,0,0,0,0.2886751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Measure product or material dimensions.,"Estimating the Quantifiable Characteristics of Products, Events, or Information Measure physical characteristics of materials, products, or equipment. Measure product or material dimensions.",DWA from ONET,4.A.1.b.3.I01.D04,0,0,0,0,0,0,0,0,0,0,0.2236068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Measure radiation levels.,"Estimating the Quantifiable Characteristics of Products, Events, or Information Measure physical characteristics of materials, products, or equipment. Measure radiation levels.",DWA from ONET,4.A.1.b.3.I01.D05,0,0,0,0,0,0,0,0,0,0,0.2581989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Measure distances or dimensions.,"Estimating the Quantifiable Characteristics of Products, Events, or Information Measure physical characteristics of materials, products, or equipment. Measure distances or dimensions.",DWA from ONET,4.A.1.b.3.I01.D06,0,0,0,0,0,0,0,0,0,0,0.5163978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Measure physical characteristics of forestry or agricultural products.,"Estimating the Quantifiable Characteristics of Products, Events, or Information Measure physical characteristics of materials, products, or equipment. Measure physical characteristics of forestry or agricultural products.",DWA from ONET,4.A.1.b.3.I01.D07,0,0,0,0,0,0,0,0,0,0,0.1825742,0,0,0,0,0,0.2886751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Calculate weights, volumes or other characteristics of materials.","Estimating the Quantifiable Characteristics of Products, Events, or Information Measure physical characteristics of materials, products, or equipment. Calculate weights, volumes or other characteristics of materials.",DWA from ONET,4.A.1.b.3.I01.D08,0,0,0,0,0,0,0,0,0,0,0.2,0.2581989,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Measure ingredients.,"Estimating the Quantifiable Characteristics of Products, Events, or Information Measure physical characteristics of materials, products, or equipment. Measure ingredients.",DWA from ONET,4.A.1.b.3.I01.D09,0,0,0,0,0,0,0,0,0,0,0.3162278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Measure ingredients or substances to be used in production processes.,"Estimating the Quantifiable Characteristics of Products, Events, or Information Measure physical characteristics of materials, products, or equipment. Measure ingredients or substances to be used in production processes.",DWA from ONET,4.A.1.b.3.I01.D10,0,0,0,0,0,0,0,0,0,0,0.1825742,0,0,0.1825742,0.1666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1543034,0.2886751,0.2041242
Weigh finished products.,"Estimating the Quantifiable Characteristics of Products, Events, or Information Measure physical characteristics of materials, products, or equipment. Weigh finished products.",DWA from ONET,4.A.1.b.3.I01.D11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2357023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Measure dimensions of completed products or workpieces to verify conformance to specifications.,"Estimating the Quantifiable Characteristics of Products, Events, or Information Measure physical characteristics of materials, products, or equipment. Measure dimensions of completed products or workpieces to verify conformance to specifications.",DWA from ONET,4.A.1.b.3.I01.D12,0,0,0,0,0,0,0,0,0,0,0.1581139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Weigh parcels to determine shipping costs.,"Estimating the Quantifiable Characteristics of Products, Events, or Information Measure physical characteristics of materials, products, or equipment. Weigh parcels to determine shipping costs.",DWA from ONET,4.A.1.b.3.I01.D13,0,0,0,0,0,0,0,0,0,0,0,0.2581989,0,0,0,0.1825742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Weigh materials to ensure compliance with specifications.,"Estimating the Quantifiable Characteristics of Products, Events, or Information Measure physical characteristics of materials, products, or equipment. Weigh materials to ensure compliance with specifications.",DWA from ONET,4.A.1.b.3.I01.D14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1825742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Measure stock or liquid levels in sustainable fuel production systems.,"Estimating the Quantifiable Characteristics of Products, Events, or Information Measure physical characteristics of materials, products, or equipment. Measure stock or liquid levels in sustainable fuel production systems.",DWA from ONET,4.A.1.b.3.I01.D15,0,0,0,0,0,0,0,0,0,0,0.1581139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Measure materials or objects for installation or assembly.,"Estimating the Quantifiable Characteristics of Products, Events, or Information Measure physical characteristics of materials, products, or equipment. Measure materials or objects for installation or assembly.",DWA from ONET,4.A.1.b.3.I01.D16,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Measure the level or depth of water or other liquids.,"Estimating the Quantifiable Characteristics of Products, Events, or Information Measure physical characteristics of materials, products, or equipment. Measure the level or depth of water or other liquids.",DWA from ONET,4.A.1.b.3.I01.D17,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estimate time or monetary resources needed to complete projects.,"Estimating the Quantifiable Characteristics of Products, Events, or Information Estimate project development or operational costs. Estimate time or monetary resources needed to complete projects.",DWA from ONET,4.A.1.b.3.I02.D01,0,0,0,0,0,0,0,0,0,0,0.1690308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estimate construction project costs.,"Estimating the Quantifiable Characteristics of Products, Events, or Information Estimate project development or operational costs. Estimate construction project costs.",DWA from ONET,4.A.1.b.3.I02.D02,0,0,0,0,0,0,0,0,0,0,0.2236068,0.2886751,0,0,0,0,0,0,0,0,0,0,0.1212678,0,0,0,0,0,0,0,0,0
Estimate maintenance service requirements or costs.,"Estimating the Quantifiable Characteristics of Products, Events, or Information Estimate project development or operational costs. Estimate maintenance service requirements or costs.",DWA from ONET,4.A.1.b.3.I02.D03,0,0,0,0,0,0,0,0,0,0,0.2,0.2581989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estimate operational costs.,"Estimating the Quantifiable Characteristics of Products, Events, or Information Estimate project development or operational costs. Estimate operational costs.",DWA from ONET,4.A.1.b.3.I02.D04,0,0,0,0,0,0,0,0,0,0,0.2581989,0.3333333,0,0,0,0,0,0.2886751,0,0,0,0,0.140028,0,0,0,0,0,0,0,0,0
Estimate green project costs.,"Estimating the Quantifiable Characteristics of Products, Events, or Information Estimate project development or operational costs. Estimate green project costs.",DWA from ONET,4.A.1.b.3.I02.D05,0,0,0,0,0,0,0,0,0,0,0.2236068,0.2886751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estimate costs for projects or productions.,"Estimating the Quantifiable Characteristics of Products, Events, or Information Estimate project development or operational costs. Estimate costs for projects or productions.",DWA from ONET,4.A.1.b.3.I02.D06,0,0,0,0,0,0,0,0,0,0,0.2236068,0.2886751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estimate costs for labor or materials.,"Estimating the Quantifiable Characteristics of Products, Events, or Information Estimate project development or operational costs. Estimate costs for labor or materials.",DWA from ONET,4.A.1.b.3.I02.D07,0,0,0,0,0,0,0,0,0,0,0.2236068,0.2886751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calculate financial data.,"Estimating the Quantifiable Characteristics of Products, Events, or Information Calculate financial data. Calculate financial data.",DWA from ONET,4.A.1.b.3.I03.D01,0,0,0.2886751,0,0,0,0,0,0,0,0,0.3333333,0,0.2581989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Compute gaming wins and losses.,"Estimating the Quantifiable Characteristics of Products, Events, or Information Calculate financial data. Compute gaming wins and losses.",DWA from ONET,4.A.1.b.3.I03.D02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3535534,0.25
Calculate tax information.,"Estimating the Quantifiable Characteristics of Products, Events, or Information Calculate financial data. Calculate tax information.",DWA from ONET,4.A.1.b.3.I03.D03,0,0,0,0,0,0,0,0,0,0,0,0.3333333,0,0.2581989,0,0,0,0,0,0,0,0,0,0,0.1825742,0,0,0,0,0,0,0
Compute debt repayment schedules.,"Estimating the Quantifiable Characteristics of Products, Events, or Information Calculate financial data. Compute debt repayment schedules.",DWA from ONET,4.A.1.b.3.I03.D04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3535534,0.25
Survey land or properties.,"Estimating the Quantifiable Characteristics of Products, Events, or Information Assess characteristics of land or property. Survey land or properties.",DWA from ONET,4.A.1.b.3.I04.D01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Measure work site dimensions.,"Estimating the Quantifiable Characteristics of Products, Events, or Information Assess characteristics of land or property. Measure work site dimensions.",DWA from ONET,4.A.1.b.3.I04.D02,0,0,0,0,0,0,0,0,0,0,0.2236068,0,0,0,0,0,0,0,0,0,0,0,0.2425356,0,0,0.2236068,0.1581139,0,0,0,0,0.25
Calculate geographic positions from survey data.,"Estimating the Quantifiable Characteristics of Products, Events, or Information Assess characteristics of land or property. Calculate geographic positions from survey data.",DWA from ONET,4.A.1.b.3.I04.D03,0,0,0,0,0,0,0,0,0,0,0,0.2581989,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Survey land or bodies of water to measure or determine features.,"Estimating the Quantifiable Characteristics of Products, Events, or Information Assess characteristics of land or property. Survey land or bodies of water to measure or determine features.",DWA from ONET,4.A.1.b.3.I04.D04,0,0,0,0,0,0,0,0,0,0,0.1690308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assess locations for potential green technology installations.,"Estimating the Quantifiable Characteristics of Products, Events, or Information Assess characteristics of land or property. Assess locations for potential green technology installations.",DWA from ONET,4.A.1.b.3.I04.D05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Measure clients to ensure proper product fit.,"Estimating the Quantifiable Characteristics of Products, Events, or Information Take physical measurements of patients or clients. Measure clients to ensure proper product fit.",DWA from ONET,4.A.1.b.3.I05.D01,0,0,0,0,0,0,0,0,0,0,0.1825742,0,0,0,0,0,0,0,0.1825742,0.1666667,0,0,0,0,0.1290994,0,0,0,0,0,0,0
Evaluate potential problems in home or work environments of clients.,"Judging the Qualities of Things, Services, or People Assess living, work, or social needs or status of individuals or communities. Evaluate potential problems in home or work environments of clients.",DWA from ONET,4.A.2.a.1.I01.D01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1690308,0.1543034,0,0,0.0916699,0.0944911,0.1195229,0.1690308,0.1195229,0,0,0,0,0.1889822
"Assess patient work, living, or social environments.","Judging the Qualities of Things, Services, or People Assess living, work, or social needs or status of individuals or communities. Assess patient work, living, or social environments.",DWA from ONET,4.A.2.a.1.I01.D02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0990148,0,0,0.1825742,0.1290994,0,0,0,0,0.2041242
Evaluate characteristics of individuals to determine needs or eligibility.,"Judging the Qualities of Things, Services, or People Assess living, work, or social needs or status of individuals or communities. Evaluate characteristics of individuals to determine needs or eligibility.",DWA from ONET,4.A.2.a.1.I01.D03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assess individual or community needs for educational or social services.,"Judging the Qualities of Things, Services, or People Assess living, work, or social needs or status of individuals or communities. Assess individual or community needs for educational or social services.",DWA from ONET,4.A.2.a.1.I01.D04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1428571,0,0
Evaluate program effectiveness.,"Judging the Qualities of Things, Services, or People Evaluate programs, practices, or processes. Evaluate program effectiveness.",DWA from ONET,4.A.2.a.1.I02.D01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Evaluate the effectiveness of counseling or educational programs.,"Judging the Qualities of Things, Services, or People Evaluate programs, practices, or processes. Evaluate the effectiveness of counseling or educational programs.",DWA from ONET,4.A.2.a.1.I02.D02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Measure effectiveness of business strategies or practices.,"Judging the Qualities of Things, Services, or People Evaluate programs, practices, or processes. Measure effectiveness of business strategies or practices.",DWA from ONET,4.A.2.a.1.I02.D03,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.1118034,0,0,0,0,0,0,0,0
Evaluate effectiveness of personnel policies or practices.,"Judging the Qualities of Things, Services, or People Evaluate programs, practices, or processes. Evaluate effectiveness of personnel policies or practices.",DWA from ONET,4.A.2.a.1.I02.D04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Evaluate effectiveness of educational programs.,"Judging the Qualities of Things, Services, or People Evaluate programs, practices, or processes. Evaluate effectiveness of educational programs.",DWA from ONET,4.A.2.a.1.I02.D05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Evaluate training programs, instructors, or materials.","Judging the Qualities of Things, Services, or People Evaluate programs, practices, or processes. Evaluate training programs, instructors, or materials.",DWA from ONET,4.A.2.a.1.I02.D06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Evaluate civic projects or public policies.,"Judging the Qualities of Things, Services, or People Evaluate programs, practices, or processes. Evaluate civic projects or public policies.",DWA from ONET,4.A.2.a.1.I02.D07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.1825742,0,0,0,0,0,0,0,0,0,0,0,0
Assess educational needs of students.,"Judging the Qualities of Things, Services, or People Assess student capabilities, needs, or performance. Assess educational needs of students.",DWA from ONET,4.A.2.a.1.I03.D01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2236068,0.2041242,0,0,0,0,0,0,0,0,0,0,0,0
Administer tests to assess educational needs or progress.,"Judging the Qualities of Things, Services, or People Assess student capabilities, needs, or performance. Administer tests to assess educational needs or progress.",DWA from ONET,4.A.2.a.1.I03.D02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prepare tests.,"Judging the Qualities of Things, Services, or People Assess student capabilities, needs, or performance. Prepare tests.",DWA from ONET,4.A.2.a.1.I03.D03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
