Analyze medical data to determine cause of death.,DWA from ONET,4.A.2.a.4.I06.D04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calculate numerical data for medical activities.,DWA from ONET,4.A.2.a.4.I06.D05,0,0,0,0,0,0,0,0,0,0,0,0.2581989,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Analyze quantitative data to determine effectiveness of treatments or therapies.,DWA from ONET,4.A.2.a.4.I06.D06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calculate data to inform organizational operations.,DWA from ONET,4.A.2.a.4.I07.D01,0,0,0,0,0,0,0,0,0,0,0,0.2581989,0,0.2,0,0,0,0.2236068,0,0,0,0,0.1084652,0,0.1414214,0,0,0,0,0,0,0
Analyze operational or research data.,DWA from ONET,4.A.2.a.4.I07.D02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.1212678,0,0,0,0,0,0,0,0,0
"Analyze operational data to evaluate operations, processes or products.",DWA from ONET,4.A.2.a.4.I07.D03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2041242,0,0,0,0,0.0990148,0,0,0,0,0,0,0,0,0
Evaluate energy production data.,DWA from ONET,4.A.2.a.4.I07.D04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Interpret research or operational data.,DWA from ONET,4.A.2.a.4.I07.D05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.1212678,0,0,0,0,0,0,0,0,0
Model operational processes.,DWA from ONET,4.A.2.a.4.I07.D06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2886751,0,0,0,0,0.140028,0,0,0,0,0,0,0,0,0
Analyze logistics processes.,DWA from ONET,4.A.2.a.4.I07.D07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Analyze forecasting data to improve business decisions.,DWA from ONET,4.A.2.a.4.I07.D08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1020621,0,0,0,0,0,0,0,0
Analyze data to assess operational or project effectiveness.,DWA from ONET,4.A.2.a.4.I07.D09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2041242,0,0,0,0,0.0990148,0,0,0,0,0,0,0,0,0
"Analyze jobs using observation, survey, or interview techniques.",DWA from ONET,4.A.2.a.4.I07.D10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1690308,0.1543034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1428571,0.2672612,0.1889822
Analyze data to inform personnel decisions.,DWA from ONET,4.A.2.a.4.I07.D11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1414214,0,0,0,0,0,0,0
Analyze data to inform operational decisions or activities.,DWA from ONET,4.A.2.a.4.I07.D12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2041242,0,0,0,0,0.0990148,0,0.1290994,0,0,0,0,0,0,0
Evaluate logistics methods to reduce environmental impact.,DWA from ONET,4.A.2.a.4.I07.D13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Analyze data to identify or resolve operational problems.,DWA from ONET,4.A.2.a.4.I07.D14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2041242,0,0,0,0,0.0990148,0.1020621,0,0,0,0,0,0,0,0
Analyze shipping information to make routing decisions.,DWA from ONET,4.A.2.a.4.I07.D15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1020621,0.2581989,0,0,0,0,0,0,0
Analyze traffic data.,DWA from ONET,4.A.2.a.4.I07.D16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Analyze energy usage data.,DWA from ONET,4.A.2.a.4.I07.D17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Identify implications for cases from legal precedents or other legal information.,DWA from ONET,4.A.2.a.4.I08.D01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1290994,0,0,0,0,0,0,0
Appraise environmental impact of regulations or policies.,DWA from ONET,4.A.2.a.4.I09.D01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Analyze environmental regulations to ensure organizational compliance.,DWA from ONET,4.A.2.a.4.I09.D02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Analyze impact of legal or regulatory changes.,DWA from ONET,4.A.2.a.4.I09.D03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Evaluate applicable laws and regulations to determine impact on organizational activities.,DWA from ONET,4.A.2.a.4.I09.D04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Analyze laboratory specimens to detect abnormalities or other problems.,DWA from ONET,4.A.2.a.4.I10.D01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1020621,0,0,0,0,0,0,0,0
Analyze forensic evidence to solve crimes.,DWA from ONET,4.A.2.a.4.I10.D02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Analyze crime scene evidence.,DWA from ONET,4.A.2.a.4.I10.D03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Analyze laboratory findings.,DWA from ONET,4.A.2.a.4.I10.D04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Analyze biological samples.,DWA from ONET,4.A.2.a.4.I10.D05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Analyze chemical compounds or substances.,DWA from ONET,4.A.2.a.4.I10.D06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Analyze budgetary or accounting data.,DWA from ONET,4.A.2.a.4.I11.D01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Analyze financial information.,DWA from ONET,4.A.2.a.4.I11.D02,0,0,0.2886751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1825742,0,0,0,0,0,0,0
Apply mathematical models of financial or business conditions.,DWA from ONET,4.A.2.a.4.I11.D03,0,0,0.2041242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1020621,0,0,0,0,0,0,0,0
Analyze business or financial data.,DWA from ONET,4.A.2.a.4.I11.D04,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
Analyze financial records to improve budgeting or planning.,DWA from ONET,4.A.2.a.4.I11.D05,0,0,0.2041242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2041242,0,0,0,0,0,0,0,0
Analyze financial records or reports to determine state of operations.,DWA from ONET,4.A.2.a.4.I11.D06,0,0,0.1889822,0,0,0.2672612,0,0,0,0,0,0,0,0,0,0,0,0.1889822,0,0,0,0,0.0916699,0,0,0,0,0,0,0,0,0
Analyze financial records to improve efficiency.,DWA from ONET,4.A.2.a.4.I11.D07,0,0,0.2236068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conduct quantitative failure analyses of operational data.,DWA from ONET,4.A.2.a.4.I12.D01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2041242,0,0,0,0,0.0990148,0,0,0,0,0,0,0,0,0
"Analyze security of systems, network, or data.",DWA from ONET,4.A.2.a.4.I12.D02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Interpret design or operational test results.,DWA from ONET,4.A.2.a.4.I12.D03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2236068,0,0,0,0,0.1084652,0.1118034,0,0,0,0,0,0,0,0
Analyze test or validation data.,DWA from ONET,4.A.2.a.4.I12.D04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Analyze test or performance data to assess equipment operation.,DWA from ONET,4.A.2.a.4.I12.D05,0,0,0,0,0,0,0,0,0,0,0,0,0.2182179,0,0,0,0,0.1889822,0,0,0,0.1889822,0.1833397,0,0,0,0,0,0,0,0,0
"Estimate costs of products, services, or materials.",DWA from ONET,4.A.2.b.1.I01.D01,0,0,0,0,0,0,0,0,0,0,0.2,0.2581989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Determine the value of goods or services.,DWA from ONET,4.A.2.b.1.I01.D02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estimate costs or terms of sales.,DWA from ONET,4.A.2.b.1.I01.D03,0,0,0,0,0,0,0,0,0,0,0.2236068,0.2886751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Determine prices for menu items.,DWA from ONET,4.A.2.b.1.I01.D04,0,0,0,0,0,0,0,0,0,0,0,0.2886751,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
Calculate shipping costs.,DWA from ONET,4.A.2.b.1.I01.D05,0,0,0,0,0,0,0,0,0,0,0,0.6666667,0,0.2581989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estimate costs of goods or services.,DWA from ONET,4.A.2.b.1.I01.D06,0,0,0,0,0,0,0,0,0,0,0.2236068,0.2886751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calculate costs of goods or services.,DWA from ONET,4.A.2.b.1.I01.D07,0,0,0,0,0,0,0,0,0,0,0,0.5773503,0,0.2236068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Determine causes of operational problems or failures.,DWA from ONET,4.A.2.b.1.I02.D01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2236068,0,0,0,0,0.1084652,0.1118034,0,0,0,0,0,0,0,0
Troubleshoot equipment or systems operation problems.,DWA from ONET,4.A.2.b.1.I02.D02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2236068,0,0,0,0.2236068,0.2169305,0.1118034,0,0,0,0,0,0,0,0
Diagnose equipment malfunctions.,DWA from ONET,4.A.2.b.1.I02.D03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2886751,0.140028,0,0,0,0,0,0,0,0,0
Authorize construction activities.,DWA from ONET,4.A.2.b.1.I03.D01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140028,0,0,0,0,0,0,0,0,0
Authorize financial actions.,DWA from ONET,4.A.2.b.1.I03.D02,0,0,0.2886751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Authorize payments to settle legal disputes.,DWA from ONET,4.A.2.b.1.I03.D03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Approve expenditures.,DWA from ONET,4.A.2.b.1.I03.D04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Determine metal or plastic production methods.,DWA from ONET,4.A.2.b.1.I04.D01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Determine appropriate locations for operations or installations.,DWA from ONET,4.A.2.b.1.I04.D02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2236068,0,0,0,0,0.1084652,0,0,0,0,0,0,0,0,0
Determine operational methods.,DWA from ONET,4.A.2.b.1.I04.D03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2886751,0,0,0,0,0.140028,0,0,0,0,0,0,0,0,0
Determine operational procedures.,DWA from ONET,4.A.2.b.1.I04.D04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2886751,0,0,0,0,0.140028,0,0,0,0.1825742,0,0,0,0,0
Determine methods to minimize environmental impact of activities.,DWA from ONET,4.A.2.b.1.I04.D05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Determine food production methods.,DWA from ONET,4.A.2.b.1.I04.D06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Determine forestry techniques or methods.,DWA from ONET,4.A.2.b.1.I04.D07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Determine construction project layouts.,DWA from ONET,4.A.2.b.1.I04.D08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1212678,0,0,0,0,0,0,0,0,0
Determine production equipment settings.,DWA from ONET,4.A.2.b.1.I04.D09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.1212678,0,0,0,0,0,0,0,0,0
Determine appropriate methods for data analysis.,DWA from ONET,4.A.2.b.1.I04.D10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Determine protocols for medical procedures.,DWA from ONET,4.A.2.b.1.I04.D11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1581139,0,0,0,0,0
Choose optimal transportation routes or speeds.,DWA from ONET,4.A.2.b.1.I04.D12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Determine technical requirements of productions or projects.,DWA from ONET,4.A.2.b.1.I04.D13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Make decisions in legal cases.,DWA from ONET,4.A.2.b.1.I05.D01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.1581139,0,0,0,0,0,0,0
Rule on admissibility of legal proceedings.,DWA from ONET,4.A.2.b.1.I05.D02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diagnose dental conditions.,DWA from ONET,4.A.2.b.1.I06.D01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diagnose medical conditions.,DWA from ONET,4.A.2.b.1.I06.D02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diagnose neural or psychological disorders.,DWA from ONET,4.A.2.b.1.I06.D03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edit written materials.,DWA from ONET,4.A.2.b.1.I07.D01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edit documents.,DWA from ONET,4.A.2.b.1.I07.D02,0,0,0,0,0,0,0.3535534,0,0,0.3535534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estimate technical or resource requirements for development or production projects.,DWA from ONET,4.A.2.b.1.I08.D01,0,0,0,0,0,0,0,0,0,0,0.1690308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Identify information technology project resource requirements.,DWA from ONET,4.A.2.b.1.I08.D02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1290994,0,0,0,0,0,0,0
Estimate labor requirements.,DWA from ONET,4.A.2.b.1.I08.D03,0,0,0,0,0,0,0,0,0,0,0.2581989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Calculate specific material, equipment, or labor requirements for production.",DWA from ONET,4.A.2.b.1.I08.D04,0,0,0,0,0,0,0,0,0,0,0,0.2182179,0,0.1690308,0,0,0,0,0,0,0,0.1889822,0.0916699,0,0,0,0,0,0,0,0,0
Determine resource needs.,DWA from ONET,4.A.2.b.1.I08.D05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Estimate labor or resource requirements for forestry, fishing, or agricultural operations.",DWA from ONET,4.A.2.b.1.I08.D06,0,0,0,0,0,0,0,0,0,0,0.1581139,0,0,0,0,0,0,0.1767767,0,0,0,0,0.0857493,0,0,0,0,0,0,0,0,0
"Estimate supplies, ingredients, or staff requirements for food preparation activities.",DWA from ONET,4.A.2.b.1.I08.D07,0,0,0,0,0,0,0,0,0,0,0.1581139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estimate cost or material requirements.,DWA from ONET,4.A.2.b.1.I08.D08,0,0,0,0,0,0,0,0,0,0,0.2236068,0.2886751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estimate material requirements for production.,DWA from ONET,4.A.2.b.1.I08.D09,0,0,0,0,0,0,0,0,0,0,0.2236068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estimate time requirements for development or production projects.,DWA from ONET,4.A.2.b.1.I08.D10,0,0,0,0,0,0,0,0,0,0,0.1825742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Determine types of equipment, tools, or materials needed for jobs.",DWA from ONET,4.A.2.b.1.I08.D11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1889822,0.0916699,0,0,0,0,0,0,0,0,0
Estimate materials requirements for projects.,DWA from ONET,4.A.2.b.1.I08.D12,0,0,0,0,0,0,0,0,0,0,0.2236068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calculate requirements for equipment installation or repair projects.,DWA from ONET,4.A.2.b.1.I08.D13,0,0,0,0,0,0,0,0,0,0,0,0.2357023,0,0.1825742,0,0,0,0,0,0,0,0.4082483,0.1980295,0,0,0,0,0,0,0,0,0
Estimate construction project labor requirements.,DWA from ONET,4.A.2.b.1.I08.D14,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.1084652,0,0,0,0,0,0,0,0,0
Implement organizational process or policy changes.,DWA from ONET,4.A.2.b.1.I09.D01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Implement transportation changes to reduce environmental impact.,DWA from ONET,4.A.2.b.1.I09.D02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apply new technologies to improve work processes.,DWA from ONET,4.A.2.b.1.I09.D03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0990148,0.1020621,0,0.1825742,0.1290994,0,0.2357023,0,0,0.2041242
Implement advertising or marketing initiatives.,DWA from ONET,4.A.2.b.1.I09.D04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Implement financial decisions.,DWA from ONET,4.A.2.b.1.I09.D05,0,0,0.2886751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Implement design or process improvements.,DWA from ONET,4.A.2.b.1.I09.D06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
"Select tools, equipment, or technologies for use in operations or projects.",DWA from ONET,4.A.2.b.1.I10.D01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1690308,0.1543034,0,0,0.1889822,0,0,0,0.1889822,0.1833397,0,0,0,0,0,0,0.1428571,0.2672612,0.1889822
Select project materials.,DWA from ONET,4.A.2.b.1.I10.D02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select materials or props.,DWA from ONET,4.A.2.b.1.I10.D03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Select equipment, materials, or supplies for cleaning or maintenance activities.",DWA from ONET,4.A.2.b.1.I10.D04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1889822,0.0916699,0,0,0,0,0,0,0,0,0
Select production input materials.,DWA from ONET,4.A.2.b.1.I10.D05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select production equipment according to product specifications.,DWA from ONET,4.A.2.b.1.I10.D06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2236068,0.1084652,0,0,0,0,0,0,0,0,0
Select construction materials.,DWA from ONET,4.A.2.b.1.I10.D07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140028,0,0,0,0,0,0,0,0,0
Select medical equipment for addressing patient needs.,DWA from ONET,4.A.2.b.1.I10.D08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2041242,0.0990148,0,0,0,0,0,0,0,0,0
Select construction equipment.,DWA from ONET,4.A.2.b.1.I10.D09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2886751,0.280056,0,0,0,0,0,0,0,0,0
Select educational materials or equipment.,DWA from ONET,4.A.2.b.1.I10.D10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.1212678,0,0,0,0,0,0,0,0,0
Select resources needed to accomplish tasks.,DWA from ONET,4.A.2.b.1.I10.D11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2236068,0,0,0,0
Edit audio or video recordings.,DWA from ONET,4.A.2.b.1.I11.D01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mix sound inputs.,DWA from ONET,4.A.2.b.1.I11.D02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Develop treatment plans for patients or clients.,DWA from ONET,4.A.2.b.2.I01.D01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.1825742,0,0,0,0.1118034,0.1414214,0,0,0,0,0,0,0
Develop medical treatment plans.,DWA from ONET,4.A.2.b.2.I01.D02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
Develop exercise or conditioning programs.,DWA from ONET,4.A.2.b.2.I01.D03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Develop patient therapy programs.,DWA from ONET,4.A.2.b.2.I01.D04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Modify treatment plans to accommodate client needs.,DWA from ONET,4.A.2.b.2.I01.D05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1825742,0.1666667,0,0,0,0.1020621,0.1290994,0,0,0,0,0,0,0
Develop treatment plans that use non-medical therapies.,DWA from ONET,4.A.2.b.2.I01.D06,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1690308,0.1543034,0,0,0,0,0,0,0,0,0.0944911,0,0,0,0,0,0.1428571,0.2672612,0.1889822
Establish treatment goals.,DWA from ONET,4.A.2.b.2.I01.D07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Develop software or computer applications.,DWA from ONET,4.A.2.b.2.I02.D01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3535534,0.25
Develop computer or information systems.,DWA from ONET,4.A.2.b.2.I02.D02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1581139,0,0,0,0,0,0.3535534,0.25
Design computer modeling or simulation programs.,DWA from ONET,4.A.2.b.2.I02.D03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1118034,0,0,0,0,0,0,0.3162278,0.2236068
Develop computer or online applications.,DWA from ONET,4.A.2.b.2.I02.D04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3535534,0.25
Design integrated computer systems.,DWA from ONET,4.A.2.b.2.I02.D05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0.3535534,0.25
Develop software or applications for scientific or technical use.,DWA from ONET,4.A.2.b.2.I02.D06,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1825742,0.1666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1543034,0.2886751,0.2041242
Modify software programs to improve performance.,DWA from ONET,4.A.2.b.2.I02.D07,0,0,0,0,0,0,0,0,0,0,0,0,0.2581989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Design websites or web applications.,DWA from ONET,4.A.2.b.2.I02.D08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
Design video game features or details.,DWA from ONET,4.A.2.b.2.I02.D09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1118034,0,0,0,0,0,0,0,0
Design software applications.,DWA from ONET,4.A.2.b.2.I02.D10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1443376,0,0,0,0,0,0,0,0
Design healthcare-related software applications.,DWA from ONET,4.A.2.b.2.I02.D11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1118034,0,0,0,0,0,0,0,0
Apply information technology to solve business or other applied problems.,DWA from ONET,4.A.2.b.2.I02.D12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2041242,0.1290994,0,0,0,0,0,0,0
